Pincode,active,
673638,0,"673638,"
673639,0,"673639,"
673640,0,"673640,"
673641,0,"673641,"
673642,0,"673642,"
673645,0,"673645,"
673647,0,"673647,"
673655,0,"673655,"
673661,0,"673661,"
676101,0,"676101,"
676102,0,"676102,"
676103,0,"676103,"
676104,0,"676104,"
676105,0,"676105,"
676106,0,"676106,"
676107,0,"676107,"
676108,0,"676108,"
676109,0,"676109,"
676121,0,"676121,"
676122,0,"676122,"
676123,0,"676123,"
676301,0,"676301,"
676302,0,"676302,"
676303,0,"676303,"
676304,0,"676304,"
676305,0,"676305,"
676306,0,"676306,"
676307,0,"676307,"
676309,0,"676309,"
676311,0,"676311,"
676312,0,"676312,"
676317,0,"676317,"
676319,0,"676319,"
676320,0,"676320,"
676501,0,"676501,"
676502,0,"676502,"
676503,0,"676503,"
676504,0,"676504,"
676505,0,"676505,"
676506,0,"676506,"
676507,0,"676507,"
676508,0,"676508,"
676509,0,"676509,"
676510,0,"676510,"
676517,0,"676517,"
676519,0,"676519,"
676521,0,"676521,"
676522,0,"676522,"
676523,0,"676523,"
676525,0,"676525,"
676528,0,"676528,"
676541,0,"676541,"
676542,0,"676542,"
676551,0,"676551,"
676552,0,"676552,"
676553,0,"676553,"
676561,0,"676561,"
676562,0,"676562,"
678001,0,"678001,"
678002,0,"678002,"
678003,0,"678003,"
678004,0,"678004,"
678005,0,"678005,"
678006,0,"678006,"
678007,0,"678007,"
678008,0,"678008,"
678009,0,"678009,"
678010,0,"678010,"
678011,0,"678011,"
678012,0,"678012,"
678013,0,"678013,"
678014,0,"678014,"
678101,0,"678101,"
678102,0,"678102,"
678103,0,"678103,"
678104,0,"678104,"
678501,0,"678501,"
678502,0,"678502,"
678503,0,"678503,"
678504,0,"678504,"
678505,0,"678505,"
678506,0,"678506,"
678507,0,"678507,"
678508,0,"678508,"
678510,0,"678510,"
678512,0,"678512,"
678531,0,"678531,"
678532,0,"678532,"
678533,0,"678533,"
678534,0,"678534,"
678541,0,"678541,"
678542,0,"678542,"
678543,0,"678543,"
678544,0,"678544,"
678545,0,"678545,"
678546,0,"678546,"
678551,0,"678551,"
678552,0,"678552,"
678553,0,"678553,"
678554,0,"678554,"
678555,0,"678555,"
678556,0,"678556,"
678557,0,"678557,"
678571,0,"678571,"
678572,0,"678572,"
678573,0,"678573,"
678574,0,"678574,"
678581,0,"678581,"
678582,0,"678582,"
678583,0,"678583,"
678591,0,"678591,"
678592,0,"678592,"
678593,0,"678593,"
678594,0,"678594,"
678595,0,"678595,"
678596,0,"678596,"
678597,0,"678597,"
678598,0,"678598,"
678601,0,"678601,"
678611,0,"678611,"
678612,0,"678612,"
678613,0,"678613,"
678621,0,"678621,"
678622,0,"678622,"
678623,0,"678623,"
678624,0,"678624,"
678631,0,"678631,"
678632,0,"678632,"
678633,0,"678633,"
678641,0,"678641,"
678642,0,"678642,"
678651,0,"678651,"
678661,0,"678661,"
678671,0,"678671,"
678681,0,"678681,"
678682,0,"678682,"
678683,0,"678683,"
678684,0,"678684,"
678685,0,"678685,"
678686,0,"678686,"
678687,0,"678687,"
678688,0,"678688,"
678701,0,"678701,"
678702,0,"678702,"
678703,0,"678703,"
678704,0,"678704,"
678705,0,"678705,"
678706,0,"678706,"
678721,0,"678721,"
678722,0,"678722,"
678731,0,"678731,"
678732,0,"678732,"
678762,0,"678762,"
679101,0,"679101,"
679102,0,"679102,"
679103,0,"679103,"
679104,0,"679104,"
679105,0,"679105,"
679106,0,"679106,"
679121,0,"679121,"
679122,0,"679122,"
679123,0,"679123,"
679301,0,"679301,"
679302,0,"679302,"
679303,0,"679303,"
679304,0,"679304,"
679305,0,"679305,"
679306,0,"679306,"
679307,0,"679307,"
679308,0,"679308,"
679309,0,"679309,"
679313,0,"679313,"
679321,0,"679321,"
679322,0,"679322,"
679323,0,"679323,"
679324,0,"679324,"
679325,0,"679325,"
679326,0,"679326,"
679327,0,"679327,"
679328,0,"679328,"
679329,0,"679329,"
679330,0,"679330,"
679331,0,"679331,"
679332,0,"679332,"
679333,0,"679333,"
679334,0,"679334,"
679335,0,"679335,"
679336,0,"679336,"
679337,0,"679337,"
679338,0,"679338,"
679339,0,"679339,"
679340,0,"679340,"
679341,0,"679341,"
679357,0,"679357,"
679501,0,"679501,"
679502,0,"679502,"
679503,0,"679503,"
679504,0,"679504,"
679505,0,"679505,"
679506,0,"679506,"
679511,0,"679511,"
679512,0,"679512,"
679513,0,"679513,"
679514,0,"679514,"
679515,0,"679515,"
679516,0,"679516,"
679521,0,"679521,"
679522,0,"679522,"
679523,0,"679523,"
679531,0,"679531,"
679532,0,"679532,"
679533,0,"679533,"
679534,0,"679534,"
679535,0,"679535,"
679536,0,"679536,"
679551,0,"679551,"
679552,0,"679552,"
679553,0,"679553,"
679554,0,"679554,"
679561,0,"679561,"
679562,0,"679562,"
679563,0,"679563,"
679564,0,"679564,"
679571,0,"679571,"
679572,0,"679572,"
679573,0,"679573,"
679574,0,"679574,"
679575,0,"679575,"
679576,0,"679576,"
679577,0,"679577,"
679578,0,"679578,"
679579,0,"679579,"
679580,0,"679580,"
679581,0,"679581,"
679582,0,"679582,"
679583,0,"679583,"
679584,0,"679584,"
679585,0,"679585,"
679586,0,"679586,"
679587,0,"679587,"
679591,0,"679591,"
680001,0,"680001,"
680002,0,"680002,"
680003,0,"680003,"
680004,0,"680004,"
680005,0,"680005,"
680006,0,"680006,"
680007,0,"680007,"
680008,0,"680008,"
680009,0,"680009,"
680010,0,"680010,"
680011,0,"680011,"
680012,0,"680012,"
680013,0,"680013,"
680014,0,"680014,"
680020,0,"680020,"
680021,0,"680021,"
680022,0,"680022,"
680026,0,"680026,"
680027,0,"680027,"
680028,0,"680028,"
680101,0,"680101,"
680102,0,"680102,"
680103,0,"680103,"
680104,0,"680104,"
680121,0,"680121,"
680122,0,"680122,"
680123,0,"680123,"
680125,0,"680125,"
680301,0,"680301,"
680302,0,"680302,"
680303,0,"680303,"
680304,0,"680304,"
680305,0,"680305,"
680306,0,"680306,"
680307,0,"680307,"
680308,0,"680308,"
680309,0,"680309,"
680310,0,"680310,"
680311,0,"680311,"
680312,0,"680312,"
680317,0,"680317,"
680501,0,"680501,"
680502,0,"680502,"
680503,0,"680503,"
680504,0,"680504,"
680505,0,"680505,"
680506,0,"680506,"
680507,0,"680507,"
680508,0,"680508,"
680509,0,"680509,"
680510,0,"680510,"
680511,0,"680511,"
680512,0,"680512,"
680513,0,"680513,"
680514,0,"680514,"
680515,0,"680515,"
680516,0,"680516,"
680517,0,"680517,"
680518,0,"680518,"
680519,0,"680519,"
680520,0,"680520,"
680521,0,"680521,"
680522,0,"680522,"
680523,0,"680523,"
680524,0,"680524,"
680541,0,"680541,"
680542,0,"680542,"
680543,0,"680543,"
680544,0,"680544,"
680545,0,"680545,"
680546,0,"680546,"
680551,0,"680551,"
680552,0,"680552,"
680553,0,"680553,"
680555,0,"680555,"
680561,0,"680561,"
680562,0,"680562,"
680563,0,"680563,"
680564,0,"680564,"
680565,0,"680565,"
680566,0,"680566,"
680567,0,"680567,"
680568,0,"680568,"
680569,0,"680569,"
680570,0,"680570,"
680571,0,"680571,"
680581,0,"680581,"
680582,0,"680582,"
680583,0,"680583,"
680584,0,"680584,"
680585,0,"680585,"
680586,0,"680586,"
680587,0,"680587,"
680588,0,"680588,"
680589,0,"680589,"
680590,0,"680590,"
680591,0,"680591,"
680594,0,"680594,"
680596,0,"680596,"
680601,0,"680601,"
680602,0,"680602,"
680604,0,"680604,"
680611,0,"680611,"
680612,0,"680612,"
680613,0,"680613,"
680614,0,"680614,"
680615,0,"680615,"
680616,0,"680616,"
680617,0,"680617,"
680618,0,"680618,"
680619,0,"680619,"
680620,0,"680620,"
680623,0,"680623,"
680631,0,"680631,"
680641,0,"680641,"
680642,0,"680642,"
680651,0,"680651,"
680652,0,"680652,"
680653,0,"680653,"
680654,0,"680654,"
680655,0,"680655,"
680656,0,"680656,"
680661,0,"680661,"
680662,0,"680662,"
680663,0,"680663,"
680664,0,"680664,"
680665,0,"680665,"
680666,0,"680666,"
680667,0,"680667,"
680668,0,"680668,"
680669,0,"680669,"
680670,0,"680670,"
680671,0,"680671,"
680681,0,"680681,"
680682,0,"680682,"
680683,0,"680683,"
680684,0,"680684,"
680685,0,"680685,"
680686,0,"680686,"
680687,0,"680687,"
680688,0,"680688,"
680689,0,"680689,"
680691,0,"680691,"
680697,0,"680697,"
680699,0,"680699,"
680701,0,"680701,"
680702,0,"680702,"
680703,0,"680703,"
680711,0,"680711,"
680712,0,"680712,"
680721,0,"680721,"
680722,0,"680722,"
680724,0,"680724,"
680731,0,"680731,"
680732,0,"680732,"
680733,0,"680733,"
680734,0,"680734,"
680741,0,"680741,"
680751,0,"680751,"
682001,0,"682001,"
682002,0,"682002,"
682003,0,"682003,"
682004,0,"682004,"
682005,0,"682005,"
682006,0,"682006,"
682007,0,"682007,"
682008,0,"682008,"
682009,0,"682009,"
682010,0,"682010,"
682011,0,"682011,"
682012,0,"682012,"
682013,0,"682013,"
682015,0,"682015,"
682016,0,"682016,"
682017,0,"682017,"
682018,0,"682018,"
682019,0,"682019,"
682020,0,"682020,"
682021,0,"682021,"
682022,0,"682022,"
682023,0,"682023,"
682024,0,"682024,"
682025,0,"682025,"
682026,0,"682026,"
682027,0,"682027,"
682028,0,"682028,"
682029,0,"682029,"
682030,0,"682030,"
682031,0,"682031,"
682032,0,"682032,"
682033,0,"682033,"
682034,0,"682034,"
682035,0,"682035,"
682036,0,"682036,"
682037,0,"682037,"
682038,0,"682038,"
682039,0,"682039,"
682040,0,"682040,"
682041,0,"682041,"
682042,0,"682042,"
682050,0,"682050,"
682051,0,"682051,"
682301,0,"682301,"
682302,0,"682302,"
682303,0,"682303,"
682304,0,"682304,"
682305,0,"682305,"
682306,0,"682306,"
682307,0,"682307,"
682308,0,"682308,"
682309,0,"682309,"
682310,0,"682310,"
682311,0,"682311,"
682312,0,"682312,"
682313,0,"682313,"
682314,0,"682314,"
682315,0,"682315,"
682316,0,"682316,"
682317,0,"682317,"
682501,0,"682501,"
682502,0,"682502,"
682503,0,"682503,"
682504,0,"682504,"
682505,0,"682505,"
682506,0,"682506,"
682507,0,"682507,"
682508,0,"682508,"
682509,0,"682509,"
682511,0,"682511,"
682551,0,"682551,"
682552,0,"682552,"
682553,0,"682553,"
682554,0,"682554,"
682555,0,"682555,"
682556,0,"682556,"
682557,0,"682557,"
682558,0,"682558,"
682559,0,"682559,"
683101,0,"683101,"
683102,0,"683102,"
683104,0,"683104,"
683105,0,"683105,"
683106,0,"683106,"
683108,0,"683108,"
683110,0,"683110,"
683111,0,"683111,"
683112,0,"683112,"
683501,0,"683501,"
683502,0,"683502,"
683503,0,"683503,"
683511,0,"683511,"
683512,0,"683512,"
683513,0,"683513,"
683514,0,"683514,"
683515,0,"683515,"
683516,0,"683516,"
683517,0,"683517,"
683518,0,"683518,"
683519,0,"683519,"
683520,0,"683520,"
683521,0,"683521,"
683522,0,"683522,"
683541,0,"683541,"
683542,0,"683542,"
683543,0,"683543,"
683544,0,"683544,"
683545,0,"683545,"
683546,0,"683546,"
683547,0,"683547,"
683548,0,"683548,"
683549,0,"683549,"
683550,0,"683550,"
683556,0,"683556,"
683561,0,"683561,"
683562,0,"683562,"
683563,0,"683563,"
683565,0,"683565,"
683571,0,"683571,"
683572,0,"683572,"
683573,0,"683573,"
683574,0,"683574,"
683575,0,"683575,"
683576,0,"683576,"
683577,0,"683577,"
683578,0,"683578,"
683579,0,"683579,"
683580,0,"683580,"
683581,0,"683581,"
683585,0,"683585,"
683587,0,"683587,"
683589,0,"683589,"
683594,0,"683594,"
685501,0,"685501,"
685503,0,"685503,"
685505,0,"685505,"
685507,0,"685507,"
685508,0,"685508,"
685509,0,"685509,"
685511,0,"685511,"
685512,0,"685512,"
685514,0,"685514,"
685515,0,"685515,"
685531,0,"685531,"
685532,0,"685532,"
685533,0,"685533,"
685535,0,"685535,"
685551,0,"685551,"
685552,0,"685552,"
685553,0,"685553,"
685554,0,"685554,"
685561,0,"685561,"
685562,0,"685562,"
685563,0,"685563,"
685565,0,"685565,"
685566,0,"685566,"
685571,0,"685571,"
685581,0,"685581,"
685582,0,"685582,"
685583,0,"685583,"
685584,0,"685584,"
685585,0,"685585,"
685586,0,"685586,"
685587,0,"685587,"
685588,0,"685588,"
685589,0,"685589,"
685590,0,"685590,"
685591,0,"685591,"
685595,0,"685595,"
685601,0,"685601,"
685602,0,"685602,"
685603,0,"685603,"
685604,0,"685604,"
685605,0,"685605,"
685606,0,"685606,"
685607,0,"685607,"
685608,0,"685608,"
685609,0,"685609,"
685612,0,"685612,"
685613,0,"685613,"
685614,0,"685614,"
685615,0,"685615,"
685616,0,"685616,"
685618,0,"685618,"
685619,0,"685619,"
685620,0,"685620,"
686001,0,"686001,"
686002,0,"686002,"
686003,0,"686003,"
686004,0,"686004,"
686005,0,"686005,"
686006,0,"686006,"
686007,0,"686007,"
686008,0,"686008,"
686009,0,"686009,"
686010,0,"686010,"
686011,0,"686011,"
686012,0,"686012,"
686013,0,"686013,"
686014,0,"686014,"
686015,0,"686015,"
686016,0,"686016,"
686017,0,"686017,"
686018,0,"686018,"
686019,0,"686019,"
686020,0,"686020,"
686021,0,"686021,"
686022,0,"686022,"
686041,0,"686041,"
686101,0,"686101,"
686102,0,"686102,"
686103,0,"686103,"
686104,0,"686104,"
686105,0,"686105,"
686106,0,"686106,"
686121,0,"686121,"
686122,0,"686122,"
686123,0,"686123,"
686141,0,"686141,"
686143,0,"686143,"
686144,0,"686144,"
686146,0,"686146,"
686501,0,"686501,"
686502,0,"686502,"
686503,0,"686503,"
686504,0,"686504,"
686505,0,"686505,"
686506,0,"686506,"
686507,0,"686507,"
686508,0,"686508,"
686509,0,"686509,"
686510,0,"686510,"
686511,0,"686511,"
686512,0,"686512,"
686513,0,"686513,"
686514,0,"686514,"
686515,0,"686515,"
686516,0,"686516,"
686517,0,"686517,"
686518,0,"686518,"
686519,0,"686519,"
686520,0,"686520,"
686521,0,"686521,"
686522,0,"686522,"
686531,0,"686531,"
686532,0,"686532,"
686533,0,"686533,"
686534,0,"686534,"
686535,0,"686535,"
686536,0,"686536,"
686537,0,"686537,"
686538,0,"686538,"
686539,0,"686539,"
686540,0,"686540,"
686541,0,"686541,"
686542,0,"686542,"
686543,0,"686543,"
686544,0,"686544,"
686545,0,"686545,"
686546,0,"686546,"
686547,0,"686547,"
686548,0,"686548,"
686555,0,"686555,"
686560,0,"686560,"
686561,0,"686561,"
686562,0,"686562,"
686563,0,"686563,"
686564,0,"686564,"
686571,0,"686571,"
686572,0,"686572,"
686573,0,"686573,"
686574,0,"686574,"
686575,0,"686575,"
686576,0,"686576,"
686577,0,"686577,"
686578,0,"686578,"
686579,0,"686579,"
686580,0,"686580,"
686581,0,"686581,"
686582,0,"686582,"
686583,0,"686583,"
686584,0,"686584,"
686585,0,"686585,"
686586,0,"686586,"
686587,0,"686587,"
686601,0,"686601,"
686602,0,"686602,"
686603,0,"686603,"
686604,0,"686604,"
686605,0,"686605,"
686606,0,"686606,"
686607,0,"686607,"
686608,0,"686608,"
686609,0,"686609,"
686610,0,"686610,"
686611,0,"686611,"
686612,0,"686612,"
686613,0,"686613,"
686616,0,"686616,"
686630,0,"686630,"
686631,0,"686631,"
686632,0,"686632,"
686633,0,"686633,"
686634,0,"686634,"
686635,0,"686635,"
686636,0,"686636,"
686637,0,"686637,"
686651,0,"686651,"
686652,0,"686652,"
686653,0,"686653,"
686661,0,"686661,"
686662,0,"686662,"
686663,0,"686663,"
686664,0,"686664,"
686665,0,"686665,"
686666,0,"686666,"
686667,0,"686667,"
686668,0,"686668,"
686669,0,"686669,"
686670,0,"686670,"
686671,0,"686671,"
686672,0,"686672,"
686673,0,"686673,"
686681,0,"686681,"
686691,0,"686691,"
686692,0,"686692,"
686693,0,"686693,"
688001,0,"688001,"
688002,0,"688002,"
688003,0,"688003,"
688004,0,"688004,"
688005,0,"688005,"
688006,0,"688006,"
688007,0,"688007,"
688008,0,"688008,"
688009,0,"688009,"
688011,0,"688011,"
688012,0,"688012,"
688013,0,"688013,"
688014,0,"688014,"
688501,0,"688501,"
688502,0,"688502,"
688503,0,"688503,"
688504,0,"688504,"
688505,0,"688505,"
688506,0,"688506,"
688521,0,"688521,"
688522,0,"688522,"
688523,0,"688523,"
688524,0,"688524,"
688525,0,"688525,"
688526,0,"688526,"
688527,0,"688527,"
688528,0,"688528,"
688529,0,"688529,"
688530,0,"688530,"
688531,0,"688531,"
688532,0,"688532,"
688533,0,"688533,"
688534,0,"688534,"
688535,0,"688535,"
688536,0,"688536,"
688537,0,"688537,"
688538,0,"688538,"
688539,0,"688539,"
688540,0,"688540,"
688541,0,"688541,"
688555,0,"688555,"
688561,0,"688561,"
688562,0,"688562,"
688570,0,"688570,"
688582,0,"688582,"
689101,0,"689101,"
689102,0,"689102,"
689103,0,"689103,"
689104,0,"689104,"
689105,0,"689105,"
689106,0,"689106,"
689107,0,"689107,"
689108,0,"689108,"
689109,0,"689109,"
689110,0,"689110,"
689111,0,"689111,"
689112,0,"689112,"
689113,0,"689113,"
689115,0,"689115,"
689121,0,"689121,"
689122,0,"689122,"
689123,0,"689123,"
689124,0,"689124,"
689126,0,"689126,"
689501,0,"689501,"
689502,0,"689502,"
689503,0,"689503,"
689504,0,"689504,"
689505,0,"689505,"
689506,0,"689506,"
689507,0,"689507,"
689508,0,"689508,"
689509,0,"689509,"
689510,0,"689510,"
689511,0,"689511,"
689512,0,"689512,"
689513,0,"689513,"
689514,0,"689514,"
689515,0,"689515,"
689520,0,"689520,"
689521,0,"689521,"
689531,0,"689531,"
689532,0,"689532,"
689533,0,"689533,"
689541,0,"689541,"
689542,0,"689542,"
689543,0,"689543,"
689544,0,"689544,"
689545,0,"689545,"
689546,0,"689546,"
689547,0,"689547,"
689548,0,"689548,"
689549,0,"689549,"
689550,0,"689550,"
689551,0,"689551,"
689571,0,"689571,"
689572,0,"689572,"
689573,0,"689573,"
689574,0,"689574,"
689581,0,"689581,"
689582,0,"689582,"
689583,0,"689583,"
689584,0,"689584,"
689585,0,"689585,"
689586,0,"689586,"
689587,0,"689587,"
689588,0,"689588,"
689589,0,"689589,"
689590,0,"689590,"
689591,0,"689591,"
689592,0,"689592,"
689594,0,"689594,"
689595,0,"689595,"
689597,0,"689597,"
689602,0,"689602,"
689611,0,"689611,"
689612,0,"689612,"
689613,0,"689613,"
689614,0,"689614,"
689615,0,"689615,"
689621,0,"689621,"
689622,0,"689622,"
689623,0,"689623,"
689624,0,"689624,"
689625,0,"689625,"
689626,0,"689626,"
689627,0,"689627,"
689641,0,"689641,"
689642,0,"689642,"
689643,0,"689643,"
689644,0,"689644,"
689645,0,"689645,"
689646,0,"689646,"
689647,0,"689647,"
689648,0,"689648,"
689649,0,"689649,"
689650,0,"689650,"
689652,0,"689652,"
689653,0,"689653,"
689654,0,"689654,"
689656,0,"689656,"
689661,0,"689661,"
689662,0,"689662,"
689663,0,"689663,"
689664,0,"689664,"
689666,0,"689666,"
689667,0,"689667,"
689668,0,"689668,"
689671,0,"689671,"
689672,0,"689672,"
689673,0,"689673,"
689674,0,"689674,"
689675,0,"689675,"
689676,0,"689676,"
689677,0,"689677,"
689678,0,"689678,"
689691,0,"689691,"
689692,0,"689692,"
689693,0,"689693,"
689694,0,"689694,"
689695,0,"689695,"
689696,0,"689696,"
689698,0,"689698,"
689699,0,"689699,"
689711,0,"689711,"
690101,0,"690101,"
690102,0,"690102,"
690103,0,"690103,"
690104,0,"690104,"
690105,0,"690105,"
690106,0,"690106,"
690107,0,"690107,"
690108,0,"690108,"
690110,0,"690110,"
690501,0,"690501,"
690502,0,"690502,"
690503,0,"690503,"
690504,0,"690504,"
690505,0,"690505,"
690506,0,"690506,"
690507,0,"690507,"
690508,0,"690508,"
690509,0,"690509,"
690510,0,"690510,"
690511,0,"690511,"
690512,0,"690512,"
690513,0,"690513,"
690514,0,"690514,"
690515,0,"690515,"
690516,0,"690516,"
690517,0,"690517,"
690518,0,"690518,"
690519,0,"690519,"
690520,0,"690520,"
690521,0,"690521,"
690522,0,"690522,"
690523,0,"690523,"
690524,0,"690524,"
690525,0,"690525,"
690526,0,"690526,"
690527,0,"690527,"
690528,0,"690528,"
690529,0,"690529,"
690530,0,"690530,"
690531,0,"690531,"
690532,0,"690532,"
690533,0,"690533,"
690534,0,"690534,"
690535,0,"690535,"
690536,0,"690536,"
690537,0,"690537,"
690538,0,"690538,"
690539,0,"690539,"
690540,0,"690540,"
690542,0,"690542,"
690544,0,"690544,"
690546,0,"690546,"
690547,0,"690547,"
690548,0,"690548,"
690558,0,"690558,"
690559,0,"690559,"
690561,0,"690561,"
690571,0,"690571,"
690572,0,"690572,"
690573,0,"690573,"
690574,0,"690574,"
691001,0,"691001,"
691002,0,"691002,"
691003,0,"691003,"
691004,0,"691004,"
691005,0,"691005,"
691006,0,"691006,"
691007,0,"691007,"
691008,0,"691008,"
691009,0,"691009,"
691010,0,"691010,"
691011,0,"691011,"
691012,0,"691012,"
691013,0,"691013,"
691014,0,"691014,"
691015,0,"691015,"
691016,0,"691016,"
691019,0,"691019,"
691020,0,"691020,"
691021,0,"691021,"
691301,0,"691301,"
691302,0,"691302,"
691303,0,"691303,"
691304,0,"691304,"
691305,0,"691305,"
691306,0,"691306,"
691307,0,"691307,"
691308,0,"691308,"
691309,0,"691309,"
691310,0,"691310,"
691311,0,"691311,"
691312,0,"691312,"
691319,0,"691319,"
691322,0,"691322,"
691331,0,"691331,"
691332,0,"691332,"
691333,0,"691333,"
691334,0,"691334,"
691500,0,"691500,"
691501,0,"691501,"
691502,0,"691502,"
691503,0,"691503,"
691504,0,"691504,"
691505,0,"691505,"
691506,0,"691506,"
691507,0,"691507,"
691508,0,"691508,"
691509,0,"691509,"
691510,0,"691510,"
691511,0,"691511,"
691512,0,"691512,"
691515,0,"691515,"
691516,0,"691516,"
691520,0,"691520,"
691521,0,"691521,"
691522,0,"691522,"
691523,0,"691523,"
691524,0,"691524,"
691525,0,"691525,"
691526,0,"691526,"
691527,0,"691527,"
691530,0,"691530,"
691531,0,"691531,"
691532,0,"691532,"
691533,0,"691533,"
691534,0,"691534,"
691535,0,"691535,"
691536,0,"691536,"
691537,0,"691537,"
691538,0,"691538,"
691540,0,"691540,"
691541,0,"691541,"
691543,0,"691543,"
691551,0,"691551,"
691552,0,"691552,"
691553,0,"691553,"
691554,0,"691554,"
691555,0,"691555,"
691556,0,"691556,"
691557,0,"691557,"
691559,0,"691559,"
691560,0,"691560,"
691566,0,"691566,"
691571,0,"691571,"
691572,0,"691572,"
691573,0,"691573,"
691574,0,"691574,"
691576,0,"691576,"
691577,0,"691577,"
691578,0,"691578,"
691579,0,"691579,"
691581,0,"691581,"
691582,0,"691582,"
691583,0,"691583,"
691584,0,"691584,"
691585,0,"691585,"
691589,0,"691589,"
691590,0,"691590,"
691601,0,"691601,"
691602,0,"691602,"
695001,0,"695001,"
695002,0,"695002,"
695003,0,"695003,"
695004,0,"695004,"
695005,0,"695005,"
695006,0,"695006,"
695007,0,"695007,"
695008,0,"695008,"
695009,0,"695009,"
695010,0,"695010,"
695011,0,"695011,"
695012,0,"695012,"
695013,0,"695013,"
695014,0,"695014,"
695015,0,"695015,"
695016,0,"695016,"
695017,0,"695017,"
695018,0,"695018,"
695019,0,"695019,"
695020,0,"695020,"
695021,0,"695021,"
695022,0,"695022,"
695023,0,"695023,"
695024,0,"695024,"
695025,0,"695025,"
695026,0,"695026,"
695027,0,"695027,"
695028,0,"695028,"
695029,0,"695029,"
695030,0,"695030,"
695032,0,"695032,"
695033,0,"695033,"
695034,0,"695034,"
695035,0,"695035,"
695036,0,"695036,"
695038,0,"695038,"
695040,0,"695040,"
695042,0,"695042,"
695043,0,"695043,"
695099,0,"695099,"
695101,0,"695101,"
695102,0,"695102,"
695103,0,"695103,"
695104,0,"695104,"
695121,0,"695121,"
695122,0,"695122,"
695123,0,"695123,"
695124,0,"695124,"
695125,0,"695125,"
695126,0,"695126,"
695132,0,"695132,"
695133,0,"695133,"
695134,0,"695134,"
695141,0,"695141,"
695142,0,"695142,"
695143,0,"695143,"
695144,0,"695144,"
695145,0,"695145,"
695146,0,"695146,"
695301,0,"695301,"
695302,0,"695302,"
695303,0,"695303,"
695304,0,"695304,"
695305,0,"695305,"
695306,0,"695306,"
695307,0,"695307,"
695308,0,"695308,"
695309,0,"695309,"
695310,0,"695310,"
695311,0,"695311,"
695312,0,"695312,"
695313,0,"695313,"
695316,0,"695316,"
695317,0,"695317,"
695318,0,"695318,"
695501,0,"695501,"
695502,0,"695502,"
695503,0,"695503,"
695504,0,"695504,"
695505,0,"695505,"
695506,0,"695506,"
695507,0,"695507,"
695508,0,"695508,"
695512,0,"695512,"
695513,0,"695513,"
695521,0,"695521,"
695522,0,"695522,"
695523,0,"695523,"
695524,0,"695524,"
695525,0,"695525,"
695526,0,"695526,"
695527,0,"695527,"
695528,0,"695528,"
695541,0,"695541,"
695542,0,"695542,"
695543,0,"695543,"
695547,0,"695547,"
695551,0,"695551,"
695561,0,"695561,"
695562,0,"695562,"
695563,0,"695563,"
695564,0,"695564,"
695568,0,"695568,"
695570,0,"695570,"
695571,0,"695571,"
695572,0,"695572,"
695573,0,"695573,"
695574,0,"695574,"
695575,0,"695575,"
695581,0,"695581,"
695582,0,"695582,"
695583,0,"695583,"
695584,0,"695584,"
695585,0,"695585,"
695586,0,"695586,"
695587,0,"695587,"
695588,0,"695588,"
695589,0,"695589,"
695601,0,"695601,"
695602,0,"695602,"
695603,0,"695603,"
695604,0,"695604,"
695605,0,"695605,"
695606,0,"695606,"
695607,0,"695607,"
695608,0,"695608,"
695609,0,"695609,"
695610,0,"695610,"
695611,0,"695611,"
695612,0,"695612,"
695614,0,"695614,"
695615,0,"695615,"
700001,0,"700001,"
700002,0,"700002,"
700003,0,"700003,"
700004,0,"700004,"
700005,0,"700005,"
700006,0,"700006,"
700007,0,"700007,"
700008,0,"700008,"
700009,0,"700009,"
700010,0,"700010,"
700011,0,"700011,"
700012,0,"700012,"
700013,0,"700013,"
700014,0,"700014,"
700015,0,"700015,"
700016,0,"700016,"
700017,0,"700017,"
700018,0,"700018,"
700019,0,"700019,"
700020,0,"700020,"
700021,0,"700021,"
700022,0,"700022,"
700023,0,"700023,"
700024,0,"700024,"
700025,0,"700025,"
700026,0,"700026,"
700027,0,"700027,"
700028,0,"700028,"
700029,0,"700029,"
700030,0,"700030,"
700031,0,"700031,"
700032,0,"700032,"
700033,0,"700033,"
700034,0,"700034,"
700035,0,"700035,"
700036,0,"700036,"
700037,0,"700037,"
700038,0,"700038,"
700039,0,"700039,"
700040,0,"700040,"
700041,0,"700041,"
700042,0,"700042,"
700043,0,"700043,"
700044,0,"700044,"
700045,0,"700045,"
700046,0,"700046,"
700047,0,"700047,"
700048,0,"700048,"
700049,0,"700049,"
700050,0,"700050,"
700051,0,"700051,"
700052,0,"700052,"
700053,0,"700053,"
700054,0,"700054,"
700055,0,"700055,"
700056,0,"700056,"
700057,0,"700057,"
700058,0,"700058,"
700059,0,"700059,"
700060,0,"700060,"
700061,0,"700061,"
700062,0,"700062,"
700063,0,"700063,"
700064,0,"700064,"
700065,0,"700065,"
700066,0,"700066,"
700067,0,"700067,"
700068,0,"700068,"
700069,0,"700069,"
700070,0,"700070,"
700071,0,"700071,"
700072,0,"700072,"
700073,0,"700073,"
700074,0,"700074,"
700075,0,"700075,"
700076,0,"700076,"
700077,0,"700077,"
700078,0,"700078,"
700079,0,"700079,"
700080,0,"700080,"
700081,0,"700081,"
700082,0,"700082,"
700083,0,"700083,"
700084,0,"700084,"
700085,0,"700085,"
700086,0,"700086,"
700087,0,"700087,"
700088,0,"700088,"
