Pincode,active,
301707,0,"301707,"
301708,0,"301708,"
301709,0,"301709,"
301713,0,"301713,"
301714,0,"301714,"
302001,0,"302001,"
302002,0,"302002,"
302003,0,"302003,"
302004,0,"302004,"
302005,0,"302005,"
302006,0,"302006,"
302012,0,"302012,"
302013,0,"302013,"
302015,0,"302015,"
302016,0,"302016,"
302017,0,"302017,"
302018,0,"302018,"
302019,0,"302019,"
302020,0,"302020,"
302021,0,"302021,"
302022,0,"302022,"
302026,0,"302026,"
302027,0,"302027,"
302028,0,"302028,"
302029,0,"302029,"
302031,0,"302031,"
302033,0,"302033,"
302034,0,"302034,"
302036,0,"302036,"
302037,0,"302037,"
302038,0,"302038,"
302039,0,"302039,"
302040,0,"302040,"
302041,0,"302041,"
302042,0,"302042,"
302043,0,"302043,"
303001,0,"303001,"
303002,0,"303002,"
303003,0,"303003,"
303004,0,"303004,"
303005,0,"303005,"
303006,0,"303006,"
303007,0,"303007,"
303008,0,"303008,"
303009,0,"303009,"
303012,0,"303012,"
303102,0,"303102,"
303103,0,"303103,"
303104,0,"303104,"
303105,0,"303105,"
303106,0,"303106,"
303107,0,"303107,"
303108,0,"303108,"
303109,0,"303109,"
303110,0,"303110,"
303119,0,"303119,"
303120,0,"303120,"
303121,0,"303121,"
303122,0,"303122,"
303123,0,"303123,"
303124,0,"303124,"
303301,0,"303301,"
303302,0,"303302,"
303303,0,"303303,"
303304,0,"303304,"
303305,0,"303305,"
303313,0,"303313,"
303315,0,"303315,"
303323,0,"303323,"
303325,0,"303325,"
303326,0,"303326,"
303327,0,"303327,"
303328,0,"303328,"
303329,0,"303329,"
303338,0,"303338,"
303348,0,"303348,"
303501,0,"303501,"
303502,0,"303502,"
303503,0,"303503,"
303504,0,"303504,"
303505,0,"303505,"
303506,0,"303506,"
303507,0,"303507,"
303508,0,"303508,"
303509,0,"303509,"
303510,0,"303510,"
303511,0,"303511,"
303601,0,"303601,"
303602,0,"303602,"
303603,0,"303603,"
303604,0,"303604,"
303701,0,"303701,"
303702,0,"303702,"
303704,0,"303704,"
303706,0,"303706,"
303712,0,"303712,"
303801,0,"303801,"
303803,0,"303803,"
303804,0,"303804,"
303805,0,"303805,"
303806,0,"303806,"
303807,0,"303807,"
303901,0,"303901,"
303903,0,"303903,"
303904,0,"303904,"
303905,0,"303905,"
303908,0,"303908,"
304001,0,"304001,"
304021,0,"304021,"
304022,0,"304022,"
304023,0,"304023,"
304024,0,"304024,"
304025,0,"304025,"
304026,0,"304026,"
304501,0,"304501,"
304502,0,"304502,"
304503,0,"304503,"
304504,0,"304504,"
304505,0,"304505,"
304507,0,"304507,"
304801,0,"304801,"
304802,0,"304802,"
304803,0,"304803,"
304804,0,"304804,"
305001,0,"305001,"
305002,0,"305002,"
305003,0,"305003,"
305004,0,"305004,"
305005,0,"305005,"
305007,0,"305007,"
305009,0,"305009,"
305012,0,"305012,"
305021,0,"305021,"
305022,0,"305022,"
305023,0,"305023,"
305024,0,"305024,"
305025,0,"305025,"
305026,0,"305026,"
305201,0,"305201,"
305202,0,"305202,"
305203,0,"305203,"
305204,0,"305204,"
305205,0,"305205,"
305206,0,"305206,"
305207,0,"305207,"
305401,0,"305401,"
305402,0,"305402,"
305403,0,"305403,"
305404,0,"305404,"
305405,0,"305405,"
305406,0,"305406,"
305407,0,"305407,"
305408,0,"305408,"
305412,0,"305412,"
305415,0,"305415,"
305601,0,"305601,"
305621,0,"305621,"
305622,0,"305622,"
305623,0,"305623,"
305624,0,"305624,"
305625,0,"305625,"
305627,0,"305627,"
305628,0,"305628,"
305629,0,"305629,"
305630,0,"305630,"
305631,0,"305631,"
305801,0,"305801,"
305802,0,"305802,"
305811,0,"305811,"
305812,0,"305812,"
305813,0,"305813,"
305814,0,"305814,"
305815,0,"305815,"
305816,0,"305816,"
305817,0,"305817,"
305819,0,"305819,"
305901,0,"305901,"
305921,0,"305921,"
305922,0,"305922,"
305923,0,"305923,"
305924,0,"305924,"
305925,0,"305925,"
305926,0,"305926,"
305927,0,"305927,"
306001,0,"306001,"
306021,0,"306021,"
306022,0,"306022,"
306023,0,"306023,"
306101,0,"306101,"
306102,0,"306102,"
306103,0,"306103,"
306104,0,"306104,"
306105,0,"306105,"
306114,0,"306114,"
306115,0,"306115,"
306116,0,"306116,"
306119,0,"306119,"
306126,0,"306126,"
306301,0,"306301,"
306302,0,"306302,"
306303,0,"306303,"
306304,0,"306304,"
306305,0,"306305,"
306306,0,"306306,"
306307,0,"306307,"
306308,0,"306308,"
306401,0,"306401,"
306421,0,"306421,"
306422,0,"306422,"
306501,0,"306501,"
306502,0,"306502,"
306503,0,"306503,"
306504,0,"306504,"
306601,0,"306601,"
306602,0,"306602,"
306603,0,"306603,"
306701,0,"306701,"
306702,0,"306702,"
306703,0,"306703,"
306704,0,"306704,"
306705,0,"306705,"
306706,0,"306706,"
306707,0,"306707,"
306708,0,"306708,"
306709,0,"306709,"
306901,0,"306901,"
306902,0,"306902,"
306912,0,"306912,"
307001,0,"307001,"
307019,0,"307019,"
307022,0,"307022,"
307023,0,"307023,"
307024,0,"307024,"
307025,0,"307025,"
307026,0,"307026,"
307027,0,"307027,"
307028,0,"307028,"
307029,0,"307029,"
307030,0,"307030,"
307031,0,"307031,"
307032,0,"307032,"
307043,0,"307043,"
307501,0,"307501,"
307510,0,"307510,"
307511,0,"307511,"
307512,0,"307512,"
307513,0,"307513,"
307514,0,"307514,"
307515,0,"307515,"
307801,0,"307801,"
307802,0,"307802,"
307803,0,"307803,"
311001,0,"311001,"
311011,0,"311011,"
311021,0,"311021,"
311022,0,"311022,"
311023,0,"311023,"
311024,0,"311024,"
311025,0,"311025,"
311026,0,"311026,"
311030,0,"311030,"
311201,0,"311201,"
311202,0,"311202,"
311203,0,"311203,"
311204,0,"311204,"
311301,0,"311301,"
311302,0,"311302,"
311401,0,"311401,"
311402,0,"311402,"
311403,0,"311403,"
311404,0,"311404,"
311407,0,"311407,"
311408,0,"311408,"
311601,0,"311601,"
311602,0,"311602,"
311603,0,"311603,"
311604,0,"311604,"
311605,0,"311605,"
311606,0,"311606,"
311801,0,"311801,"
311802,0,"311802,"
311803,0,"311803,"
311804,0,"311804,"
311805,0,"311805,"
311806,0,"311806,"
312001,0,"312001,"
312021,0,"312021,"
312022,0,"312022,"
312023,0,"312023,"
312024,0,"312024,"
312025,0,"312025,"
312027,0,"312027,"
312201,0,"312201,"
312202,0,"312202,"
312203,0,"312203,"
312204,0,"312204,"
312205,0,"312205,"
312206,0,"312206,"
312207,0,"312207,"
312401,0,"312401,"
312402,0,"312402,"
312403,0,"312403,"
312404,0,"312404,"
312601,0,"312601,"
312602,0,"312602,"
312603,0,"312603,"
312604,0,"312604,"
312605,0,"312605,"
312606,0,"312606,"
312612,0,"312612,"
312613,0,"312613,"
312614,0,"312614,"
312615,0,"312615,"
312616,0,"312616,"
312617,0,"312617,"
312619,0,"312619,"
312620,0,"312620,"
312622,0,"312622,"
312623,0,"312623,"
312624,0,"312624,"
312625,0,"312625,"
312626,0,"312626,"
312627,0,"312627,"
312901,0,"312901,"
313001,0,"313001,"
313002,0,"313002,"
313003,0,"313003,"
313004,0,"313004,"
313011,0,"313011,"
313015,0,"313015,"
313022,0,"313022,"
313024,0,"313024,"
313026,0,"313026,"
313027,0,"313027,"
313031,0,"313031,"
313038,0,"313038,"
313201,0,"313201,"
313202,0,"313202,"
313203,0,"313203,"
313204,0,"313204,"
313205,0,"313205,"
313206,0,"313206,"
313207,0,"313207,"
313211,0,"313211,"
313301,0,"313301,"
313321,0,"313321,"
313322,0,"313322,"
313323,0,"313323,"
313324,0,"313324,"
313325,0,"313325,"
313327,0,"313327,"
313328,0,"313328,"
313329,0,"313329,"
313330,0,"313330,"
313331,0,"313331,"
313332,0,"313332,"
313333,0,"313333,"
313334,0,"313334,"
313341,0,"313341,"
313342,0,"313342,"
313601,0,"313601,"
313602,0,"313602,"
313603,0,"313603,"
313604,0,"313604,"
313611,0,"313611,"
313701,0,"313701,"
313702,0,"313702,"
313703,0,"313703,"
313704,0,"313704,"
313705,0,"313705,"
313706,0,"313706,"
313708,0,"313708,"
313801,0,"313801,"
313802,0,"313802,"
313803,0,"313803,"
313804,0,"313804,"
313901,0,"313901,"
313902,0,"313902,"
313903,0,"313903,"
313904,0,"313904,"
313905,0,"313905,"
313906,0,"313906,"
314001,0,"314001,"
314011,0,"314011,"
314021,0,"314021,"
314022,0,"314022,"
314023,0,"314023,"
314024,0,"314024,"
314025,0,"314025,"
314026,0,"314026,"
314027,0,"314027,"
314028,0,"314028,"
314029,0,"314029,"
314030,0,"314030,"
314031,0,"314031,"
314032,0,"314032,"
314034,0,"314034,"
314035,0,"314035,"
314036,0,"314036,"
314037,0,"314037,"
314038,0,"314038,"
314401,0,"314401,"
314402,0,"314402,"
314403,0,"314403,"
314404,0,"314404,"
314406,0,"314406,"
314801,0,"314801,"
314804,0,"314804,"
321001,0,"321001,"
321021,0,"321021,"
321022,0,"321022,"
321023,0,"321023,"
321024,0,"321024,"
321025,0,"321025,"
321026,0,"321026,"
321028,0,"321028,"
321201,0,"321201,"
321202,0,"321202,"
321203,0,"321203,"
321204,0,"321204,"
321205,0,"321205,"
321206,0,"321206,"
321301,0,"321301,"
321302,0,"321302,"
321303,0,"321303,"
321401,0,"321401,"
321402,0,"321402,"
321403,0,"321403,"
321404,0,"321404,"
321405,0,"321405,"
321406,0,"321406,"
321407,0,"321407,"
321408,0,"321408,"
321409,0,"321409,"
321410,0,"321410,"
321411,0,"321411,"
321601,0,"321601,"
321602,0,"321602,"
321605,0,"321605,"
321606,0,"321606,"
321607,0,"321607,"
321608,0,"321608,"
321609,0,"321609,"
321610,0,"321610,"
321611,0,"321611,"
321612,0,"321612,"
321613,0,"321613,"
321614,0,"321614,"
321615,0,"321615,"
321633,0,"321633,"
321642,0,"321642,"
322001,0,"322001,"
322021,0,"322021,"
322023,0,"322023,"
322024,0,"322024,"
322025,0,"322025,"
322026,0,"322026,"
322027,0,"322027,"
322028,0,"322028,"
322029,0,"322029,"
322030,0,"322030,"
322033,0,"322033,"
322034,0,"322034,"
322201,0,"322201,"
322202,0,"322202,"
322203,0,"322203,"
322204,0,"322204,"
322205,0,"322205,"
322211,0,"322211,"
322212,0,"322212,"
322213,0,"322213,"
322214,0,"322214,"
322215,0,"322215,"
322216,0,"322216,"
322218,0,"322218,"
322219,0,"322219,"
322220,0,"322220,"
322230,0,"322230,"
322234,0,"322234,"
322236,0,"322236,"
322238,0,"322238,"
322240,0,"322240,"
322241,0,"322241,"
322242,0,"322242,"
322243,0,"322243,"
322249,0,"322249,"
322251,0,"322251,"
322252,0,"322252,"
322254,0,"322254,"
322255,0,"322255,"
322701,0,"322701,"
322702,0,"322702,"
322703,0,"322703,"
322704,0,"322704,"
323001,0,"323001,"
323021,0,"323021,"
323022,0,"323022,"
323023,0,"323023,"
323024,0,"323024,"
323025,0,"323025,"
323026,0,"323026,"
323301,0,"323301,"
323303,0,"323303,"
323304,0,"323304,"
323305,0,"323305,"
323306,0,"323306,"
323307,0,"323307,"
323601,0,"323601,"
323602,0,"323602,"
323603,0,"323603,"
323613,0,"323613,"
323614,0,"323614,"
323615,0,"323615,"
323616,0,"323616,"
323801,0,"323801,"
323802,0,"323802,"
323803,0,"323803,"
324001,0,"324001,"
324002,0,"324002,"
324003,0,"324003,"
324004,0,"324004,"
324005,0,"324005,"
324006,0,"324006,"
324007,0,"324007,"
324008,0,"324008,"
324009,0,"324009,"
324010,0,"324010,"
325001,0,"325001,"
325003,0,"325003,"
325004,0,"325004,"
325009,0,"325009,"
325201,0,"325201,"
325202,0,"325202,"
325203,0,"325203,"
325204,0,"325204,"
325205,0,"325205,"
325206,0,"325206,"
325207,0,"325207,"
325208,0,"325208,"
325209,0,"325209,"
325214,0,"325214,"
325215,0,"325215,"
325216,0,"325216,"
325217,0,"325217,"
325218,0,"325218,"
325219,0,"325219,"
325220,0,"325220,"
325221,0,"325221,"
325222,0,"325222,"
325223,0,"325223,"
325224,0,"325224,"
325601,0,"325601,"
325602,0,"325602,"
326001,0,"326001,"
326021,0,"326021,"
326022,0,"326022,"
326023,0,"326023,"
326033,0,"326033,"
326034,0,"326034,"
326035,0,"326035,"
326036,0,"326036,"
326037,0,"326037,"
326038,0,"326038,"
326039,0,"326039,"
326501,0,"326501,"
326502,0,"326502,"
326512,0,"326512,"
326513,0,"326513,"
326514,0,"326514,"
326515,0,"326515,"
326516,0,"326516,"
326517,0,"326517,"
326518,0,"326518,"
326519,0,"326519,"
326520,0,"326520,"
326529,0,"326529,"
326530,0,"326530,"
327001,0,"327001,"
327021,0,"327021,"
327022,0,"327022,"
327023,0,"327023,"
327024,0,"327024,"
327025,0,"327025,"
327026,0,"327026,"
327027,0,"327027,"
327031,0,"327031,"
327032,0,"327032,"
327034,0,"327034,"
327601,0,"327601,"
327602,0,"327602,"
327603,0,"327603,"
327604,0,"327604,"
327605,0,"327605,"
327606,0,"327606,"
327801,0,"327801,"
328001,0,"328001,"
328021,0,"328021,"
328022,0,"328022,"
328023,0,"328023,"
328024,0,"328024,"
328025,0,"328025,"
328026,0,"328026,"
328027,0,"328027,"
328028,0,"328028,"
328029,0,"328029,"
328030,0,"328030,"
328031,0,"328031,"
328041,0,"328041,"
328216,0,"328216,"
331001,0,"331001,"
331021,0,"331021,"
331022,0,"331022,"
331023,0,"331023,"
331024,0,"331024,"
331025,0,"331025,"
331026,0,"331026,"
331027,0,"331027,"
331028,0,"331028,"
331029,0,"331029,"
331030,0,"331030,"
331031,0,"331031,"
331301,0,"331301,"
331302,0,"331302,"
331303,0,"331303,"
331304,0,"331304,"
331305,0,"331305,"
331402,0,"331402,"
331403,0,"331403,"
331411,0,"331411,"
331501,0,"331501,"
331502,0,"331502,"
331503,0,"331503,"
331504,0,"331504,"
331505,0,"331505,"
331506,0,"331506,"
331507,0,"331507,"
331517,0,"331517,"
331518,0,"331518,"
331701,0,"331701,"
331801,0,"331801,"
331802,0,"331802,"
331803,0,"331803,"
331811,0,"331811,"
332001,0,"332001,"
332002,0,"332002,"
332021,0,"332021,"
332023,0,"332023,"
332024,0,"332024,"
332025,0,"332025,"
332026,0,"332026,"
332027,0,"332027,"
332028,0,"332028,"
332029,0,"332029,"
332030,0,"332030,"
332031,0,"332031,"
332041,0,"332041,"
332042,0,"332042,"
332301,0,"332301,"
332302,0,"332302,"
332303,0,"332303,"
332304,0,"332304,"
332305,0,"332305,"
332307,0,"332307,"
332311,0,"332311,"
332312,0,"332312,"
332315,0,"332315,"
332316,0,"332316,"
332317,0,"332317,"
332318,0,"332318,"
332401,0,"332401,"
332402,0,"332402,"
332403,0,"332403,"
332404,0,"332404,"
332405,0,"332405,"
332406,0,"332406,"
332411,0,"332411,"
332601,0,"332601,"
332602,0,"332602,"
332603,0,"332603,"
332701,0,"332701,"
332702,0,"332702,"
332703,0,"332703,"
332705,0,"332705,"
332706,0,"332706,"
332707,0,"332707,"
332708,0,"332708,"
332709,0,"332709,"
332710,0,"332710,"
332711,0,"332711,"
332712,0,"332712,"
332713,0,"332713,"
332714,0,"332714,"
332715,0,"332715,"
332716,0,"332716,"
332718,0,"332718,"
332719,0,"332719,"
332721,0,"332721,"
332722,0,"332722,"
332742,0,"332742,"
332746,0,"332746,"
333001,0,"333001,"
333011,0,"333011,"
333012,0,"333012,"
333021,0,"333021,"
333022,0,"333022,"
333023,0,"333023,"
333024,0,"333024,"
333025,0,"333025,"
333026,0,"333026,"
333027,0,"333027,"
333028,0,"333028,"
333029,0,"333029,"
333030,0,"333030,"
333031,0,"333031,"
333032,0,"333032,"
333033,0,"333033,"
333034,0,"333034,"
333035,0,"333035,"
333036,0,"333036,"
333041,0,"333041,"
333042,0,"333042,"
333053,0,"333053,"
333302,0,"333302,"
333303,0,"333303,"
333304,0,"333304,"
333305,0,"333305,"
333307,0,"333307,"
333308,0,"333308,"
333501,0,"333501,"
333502,0,"333502,"
333503,0,"333503,"
333504,0,"333504,"
333514,0,"333514,"
333515,0,"333515,"
333516,0,"333516,"
333701,0,"333701,"
333702,0,"333702,"
333704,0,"333704,"
333705,0,"333705,"
333707,0,"333707,"
333801,0,"333801,"
334001,0,"334001,"
334003,0,"334003,"
334004,0,"334004,"
334006,0,"334006,"
334021,0,"334021,"
334022,0,"334022,"
334023,0,"334023,"
334201,0,"334201,"
334202,0,"334202,"
334302,0,"334302,"
334303,0,"334303,"
334305,0,"334305,"
334401,0,"334401,"
334402,0,"334402,"
334403,0,"334403,"
334601,0,"334601,"
334602,0,"334602,"
334603,0,"334603,"
334604,0,"334604,"
334801,0,"334801,"
334802,0,"334802,"
334803,0,"334803,"
334804,0,"334804,"
334808,0,"334808,"
335001,0,"335001,"
335002,0,"335002,"
335021,0,"335021,"
335022,0,"335022,"
335023,0,"335023,"
335024,0,"335024,"
335025,0,"335025,"
335027,0,"335027,"
335037,0,"335037,"
335038,0,"335038,"
335039,0,"335039,"
335040,0,"335040,"
335041,0,"335041,"
335051,0,"335051,"
335061,0,"335061,"
335062,0,"335062,"
335063,0,"335063,"
335064,0,"335064,"
335065,0,"335065,"
335073,0,"335073,"
335501,0,"335501,"
335502,0,"335502,"
335503,0,"335503,"
335504,0,"335504,"
335511,0,"335511,"
335512,0,"335512,"
335513,0,"335513,"
335523,0,"335523,"
335524,0,"335524,"
335525,0,"335525,"
335526,0,"335526,"
335701,0,"335701,"
335702,0,"335702,"
335703,0,"335703,"
335704,0,"335704,"
335705,0,"335705,"
335707,0,"335707,"
335708,0,"335708,"
335711,0,"335711,"
335801,0,"335801,"
335802,0,"335802,"
335803,0,"335803,"
335804,0,"335804,"
335805,0,"335805,"
335901,0,"335901,"
341001,0,"341001,"
341021,0,"341021,"
341022,0,"341022,"
341023,0,"341023,"
341024,0,"341024,"
341025,0,"341025,"
341026,0,"341026,"
341027,0,"341027,"
341028,0,"341028,"
341029,0,"341029,"
341030,0,"341030,"
341031,0,"341031,"
341301,0,"341301,"
341302,0,"341302,"
341303,0,"341303,"
341304,0,"341304,"
341305,0,"341305,"
341306,0,"341306,"
341316,0,"341316,"
341317,0,"341317,"
341318,0,"341318,"
341319,0,"341319,"
341501,0,"341501,"
341502,0,"341502,"
341503,0,"341503,"
341504,0,"341504,"
341505,0,"341505,"
341506,0,"341506,"
341507,0,"341507,"
341508,0,"341508,"
341509,0,"341509,"
341510,0,"341510,"
341511,0,"341511,"
341512,0,"341512,"
341513,0,"341513,"
341514,0,"341514,"
341515,0,"341515,"
341516,0,"341516,"
341517,0,"341517,"
341518,0,"341518,"
341519,0,"341519,"
341520,0,"341520,"
341533,0,"341533,"
341542,0,"341542,"
341551,0,"341551,"
342001,0,"342001,"
342003,0,"342003,"
342005,0,"342005,"
342006,0,"342006,"
342007,0,"342007,"
342008,0,"342008,"
342011,0,"342011,"
342012,0,"342012,"
342013,0,"342013,"
342014,0,"342014,"
342015,0,"342015,"
342021,0,"342021,"
342022,0,"342022,"
342023,0,"342023,"
342024,0,"342024,"
342025,0,"342025,"
342026,0,"342026,"
342027,0,"342027,"
342028,0,"342028,"
342029,0,"342029,"
342037,0,"342037,"
342301,0,"342301,"
342302,0,"342302,"
342303,0,"342303,"
342304,0,"342304,"
342305,0,"342305,"
342306,0,"342306,"
342307,0,"342307,"
342308,0,"342308,"
342309,0,"342309,"
342310,0,"342310,"
342311,0,"342311,"
342312,0,"342312,"
342314,0,"342314,"
342601,0,"342601,"
342602,0,"342602,"
342603,0,"342603,"
342604,0,"342604,"
342605,0,"342605,"
342606,0,"342606,"
342801,0,"342801,"
342802,0,"342802,"
342901,0,"342901,"
342902,0,"342902,"
343001,0,"343001,"
343002,0,"343002,"
343021,0,"343021,"
343022,0,"343022,"
343023,0,"343023,"
343024,0,"343024,"
343025,0,"343025,"
343027,0,"343027,"
343028,0,"343028,"
343029,0,"343029,"
343030,0,"343030,"
343032,0,"343032,"
343039,0,"343039,"
343040,0,"343040,"
343041,0,"343041,"
343042,0,"343042,"
343048,0,"343048,"
343049,0,"343049,"
344001,0,"344001,"
344011,0,"344011,"
344012,0,"344012,"
344021,0,"344021,"
344022,0,"344022,"
344024,0,"344024,"
344025,0,"344025,"
344026,0,"344026,"
344027,0,"344027,"
344031,0,"344031,"
344032,0,"344032,"
344033,0,"344033,"
344034,0,"344034,"
344035,0,"344035,"
344037,0,"344037,"
344043,0,"344043,"
344044,0,"344044,"
344501,0,"344501,"
344502,0,"344502,"
344701,0,"344701,"
344702,0,"344702,"
344703,0,"344703,"
344704,0,"344704,"
344705,0,"344705,"
344706,0,"344706,"
344708,0,"344708,"
344801,0,"344801,"
345001,0,"345001,"
345021,0,"345021,"
345022,0,"345022,"
345023,0,"345023,"
345024,0,"345024,"
345025,0,"345025,"
345026,0,"345026,"
345027,0,"345027,"
345028,0,"345028,"
345031,0,"345031,"
345033,0,"345033,"
345034,0,"345034,"
360001,0,"360001,"
360002,0,"360002,"
360003,0,"360003,"
360004,0,"360004,"
360005,0,"360005,"
360006,0,"360006,"
360007,0,"360007,"
360020,0,"360020,"
360021,0,"360021,"
360022,0,"360022,"
360023,0,"360023,"
360024,0,"360024,"
360025,0,"360025,"
360026,0,"360026,"
360030,0,"360030,"
360035,0,"360035,"
360040,0,"360040,"
360045,0,"360045,"
360050,0,"360050,"
360055,0,"360055,"
360060,0,"360060,"
360070,0,"360070,"
360110,0,"360110,"
360311,0,"360311,"
360320,0,"360320,"
360325,0,"360325,"
360330,0,"360330,"
360360,0,"360360,"
360370,0,"360370,"
360375,0,"360375,"
360380,0,"360380,"
360405,0,"360405,"
360410,0,"360410,"
360421,0,"360421,"
360430,0,"360430,"
360440,0,"360440,"
360450,0,"360450,"
360452,0,"360452,"
360460,0,"360460,"
360465,0,"360465,"
360470,0,"360470,"
360480,0,"360480,"
360485,0,"360485,"
360490,0,"360490,"
360510,0,"360510,"
360515,0,"360515,"
360520,0,"360520,"
360530,0,"360530,"
360531,0,"360531,"
360540,0,"360540,"
360545,0,"360545,"
360550,0,"360550,"
360560,0,"360560,"
360570,0,"360570,"
360575,0,"360575,"
360576,0,"360576,"
360577,0,"360577,"
360578,0,"360578,"
360579,0,"360579,"
360590,0,"360590,"
361001,0,"361001,"
361002,0,"361002,"
361003,0,"361003,"
361004,0,"361004,"
361005,0,"361005,"
361006,0,"361006,"
361007,0,"361007,"
361008,0,"361008,"
361009,0,"361009,"
361010,0,"361010,"
361011,0,"361011,"
361012,0,"361012,"
361013,0,"361013,"
361110,0,"361110,"
361120,0,"361120,"
361130,0,"361130,"
361140,0,"361140,"
361141,0,"361141,"
361142,0,"361142,"
361150,0,"361150,"
361160,0,"361160,"
361162,0,"361162,"
361170,0,"361170,"
361210,0,"361210,"
361220,0,"361220,"
361230,0,"361230,"
361240,0,"361240,"
361250,0,"361250,"
361280,0,"361280,"
361305,0,"361305,"
361306,0,"361306,"
361310,0,"361310,"
361315,0,"361315,"
361320,0,"361320,"
361325,0,"361325,"
361330,0,"361330,"
361335,0,"361335,"
361345,0,"361345,"
361347,0,"361347,"
361350,0,"361350,"
362001,0,"362001,"
362002,0,"362002,"
362011,0,"362011,"
362015,0,"362015,"
362020,0,"362020,"
362030,0,"362030,"
362037,0,"362037,"
362110,0,"362110,"
362120,0,"362120,"
362130,0,"362130,"
362135,0,"362135,"
362140,0,"362140,"
362150,0,"362150,"
362205,0,"362205,"
362215,0,"362215,"
362220,0,"362220,"
362222,0,"362222,"
362225,0,"362225,"
362226,0,"362226,"
362227,0,"362227,"
362230,0,"362230,"
362240,0,"362240,"
362245,0,"362245,"
362250,0,"362250,"
362255,0,"362255,"
362260,0,"362260,"
362263,0,"362263,"
362265,0,"362265,"
362268,0,"362268,"
362269,0,"362269,"
362275,0,"362275,"
362310,0,"362310,"
362315,0,"362315,"
362510,0,"362510,"
362520,0,"362520,"
362530,0,"362530,"
362540,0,"362540,"
362550,0,"362550,"
362560,0,"362560,"
362565,0,"362565,"
362570,0,"362570,"
362610,0,"362610,"
362620,0,"362620,"
362625,0,"362625,"
362630,0,"362630,"
362640,0,"362640,"
362650,0,"362650,"
362710,0,"362710,"
362715,0,"362715,"
362720,0,"362720,"
363001,0,"363001,"
363002,0,"363002,"
363020,0,"363020,"
363030,0,"363030,"
363035,0,"363035,"
363040,0,"363040,"
363110,0,"363110,"
363115,0,"363115,"
363310,0,"363310,"
363320,0,"363320,"
363330,0,"363330,"
363351,0,"363351,"
363410,0,"363410,"
363415,0,"363415,"
363421,0,"363421,"
363423,0,"363423,"
363425,0,"363425,"
363427,0,"363427,"
363430,0,"363430,"
363435,0,"363435,"
363440,0,"363440,"
363510,0,"363510,"
363520,0,"363520,"
363530,0,"363530,"
363621,0,"363621,"
363623,0,"363623,"
363630,0,"363630,"
363635,0,"363635,"
363641,0,"363641,"
363642,0,"363642,"
363643,0,"363643,"
363650,0,"363650,"
363655,0,"363655,"
363660,0,"363660,"
363670,0,"363670,"
363745,0,"363745,"
363750,0,"363750,"
363755,0,"363755,"
363760,0,"363760,"
363765,0,"363765,"
363775,0,"363775,"
363780,0,"363780,"
364001,0,"364001,"
364002,0,"364002,"
364003,0,"364003,"
364004,0,"364004,"
364005,0,"364005,"
364006,0,"364006,"
364050,0,"364050,"
364060,0,"364060,"
364070,0,"364070,"
364081,0,"364081,"
364110,0,"364110,"
364120,0,"364120,"
364130,0,"364130,"
364135,0,"364135,"
364140,0,"364140,"
364145,0,"364145,"
364150,0,"364150,"
364210,0,"364210,"
364230,0,"364230,"
364240,0,"364240,"
364250,0,"364250,"
364260,0,"364260,"
364265,0,"364265,"
364270,0,"364270,"
364275,0,"364275,"
364280,0,"364280,"
364290,0,"364290,"
364295,0,"364295,"
364310,0,"364310,"
364313,0,"364313,"
364320,0,"364320,"
364330,0,"364330,"
364465,0,"364465,"
364505,0,"364505,"
364510,0,"364510,"
364515,0,"364515,"
364521,0,"364521,"
364522,0,"364522,"
364525,0,"364525,"
364530,0,"364530,"
364710,0,"364710,"
364720,0,"364720,"
364730,0,"364730,"
364740,0,"364740,"
364750,0,"364750,"
364760,0,"364760,"
364765,0,"364765,"
365220,0,"365220,"
365410,0,"365410,"
365421,0,"365421,"
365430,0,"365430,"
365435,0,"365435,"
365440,0,"365440,"
365450,0,"365450,"
365455,0,"365455,"
365456,0,"365456,"
365460,0,"365460,"
365480,0,"365480,"
365535,0,"365535,"
365540,0,"365540,"
365541,0,"365541,"
365550,0,"365550,"
365555,0,"365555,"
365560,0,"365560,"
365601,0,"365601,"
365610,0,"365610,"
365620,0,"365620,"
365630,0,"365630,"
365635,0,"365635,"
365640,0,"365640,"
365645,0,"365645,"
365650,0,"365650,"
365730,0,"365730,"
370001,0,"370001,"
370015,0,"370015,"
370020,0,"370020,"
370030,0,"370030,"
370040,0,"370040,"
370105,0,"370105,"
370110,0,"370110,"
370115,0,"370115,"
370130,0,"370130,"
370135,0,"370135,"
370140,0,"370140,"
370145,0,"370145,"
370150,0,"370150,"
370155,0,"370155,"
370160,0,"370160,"
370165,0,"370165,"
370201,0,"370201,"
370203,0,"370203,"
370205,0,"370205,"
370210,0,"370210,"
370230,0,"370230,"
370240,0,"370240,"
370405,0,"370405,"
370410,0,"370410,"
370415,0,"370415,"
370421,0,"370421,"
370425,0,"370425,"
370427,0,"370427,"
370430,0,"370430,"
370435,0,"370435,"
370445,0,"370445,"
370450,0,"370450,"
370455,0,"370455,"
370460,0,"370460,"
370465,0,"370465,"
370475,0,"370475,"
370485,0,"370485,"
370490,0,"370490,"
370510,0,"370510,"
370601,0,"370601,"
370605,0,"370605,"
370610,0,"370610,"
370615,0,"370615,"
370620,0,"370620,"
370625,0,"370625,"
370627,0,"370627,"
370630,0,"370630,"
370640,0,"370640,"
370641,0,"370641,"
370645,0,"370645,"
370650,0,"370650,"
